serial,title,original_name,filename,location,type,affiliation,region_bucket,hiring_priority,website
358,Jangipur College,Jangipur College,jangipur-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
359,Jatindra Rajendra Mahavidyalaya,Jatindra Rajendra Mahavidyalaya,jatindra-rajendra-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
360,Kaliganj Government College,Kaliganj Government College,kaliganj-government-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
361,Kalyani Mahavidyalaya,Kalyani Mahavidyalaya,kalyani-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
362,Kanchrapara College,Kanchrapara College,kanchrapara-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
363,Kandi Raj College,Kandi Raj College,kandi-raj-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
364,Karimpur Pannadevi College,Karimpur Pannadevi College,karimpur-pannadevi-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
365,Krishnagar Government College,Krishnagar Government College,krishnagar-government-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
366,Krishnagar Women's College,Krishnagar Women's College,krishnagar-women-s-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
367,Krishnath College,Krishnath College,krishnath-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
368,Lalgola College,Lalgola College,lalgola-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
369,Mohammad Abdul Bari Institute of Juridical Science,Mohammad Abdul Bari Institute of Juridical Science,mohammad-abdul-bari-institute-of-juridical-science.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
370,Muragacha Government College,Muragacha Government College,muragacha-government-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
371,Murshidabad Adarsha Mahavidyalaya,Murshidabad Adarsha Mahavidyalaya,murshidabad-adarsha-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
372,Muzaffar Ahmed Mahavidyalaya,Muzaffar Ahmed Mahavidyalaya,muzaffar-ahmed-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
373,Nabadwip Vidyasagar College,Nabadwip Vidyasagar College,nabadwip-vidyasagar-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
374,Nabagram Amar Chand Kundu College,Nabagram Amar Chand Kundu College,nabagram-amar-chand-kundu-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
375,Nagar College,Nagar College,nagar-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
376,Nur Mohammad Smriti Mahavidyalaya,Nur Mohammad Smriti Mahavidyalaya,nur-mohammad-smriti-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
377,Panchthupi Haripada Gouribala College,Panchthupi Haripada Gouribala College,panchthupi-haripada-gouribala-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
378,Plassey College,Plassey College,plassey-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
379,Pritilata Mahila Mahavidyalaya,Pritilata Mahila Mahavidyalaya,pritilata-mahila-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
380,Prof. Sayed Nurul Hasan College,Prof. Sayed Nurul Hasan College,prof-sayed-nurul-hasan-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
381,Raja Birendra Chandra College,Raja Birendra Chandra College,raja-birendra-chandra-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
382,Ranaghat College,Ranaghat College,ranaghat-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
383,Rani Dhanya Kumari College,Rani Dhanya Kumari College,rani-dhanya-kumari-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
384,Sagardighi Kamada Kinkar Smriti Mahavidyalaya,Sagardighi Kamada Kinkar Smriti Mahavidyalaya,sagardighi-kamada-kinkar-smriti-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
385,Santipur College,Santipur College,santipur-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
386,Sewnarayan Rameswar Fatepuria College,Sewnarayan Rameswar Fatepuria College,sewnarayan-rameswar-fatepuria-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
387,Snehangshu Kanta Acharya Institute of Law,Snehangshu Kanta Acharya Institute of Law,snehangshu-kanta-acharya-institute-of-law.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
388,Srikrishna College,Srikrishna College,srikrishna-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
389,Sripat Singh College,Sripat Singh College,sripat-singh-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
390,Subhas Chandra Bose Centenary College,Subhas Chandra Bose Centenary College,subhas-chandra-bose-centenary-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
391,Sudhiranjan Lahiri Mahavidyalaya,Sudhiranjan Lahiri Mahavidyalaya,sudhiranjan-lahiri-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
392,Tagore School of Rural Development and Agriculture Management,Tagore School of Rural Development and Agriculture Management,tagore-school-of-rural-development-and-agriculture-management.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
393,Tehatta Government College,Tehatta Government College,tehatta-government-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
394,Acharya Prafulla Chandra Roy Government College,Acharya Prafulla Chandra Roy Government College,acharya-prafulla-chandra-roy-government-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
395,Alipurduar College,Alipurduar College,alipurduar-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
396,Alipurduar Mahila Mahavidyalaya,Alipurduar Mahila Mahavidyalaya,alipurduar-mahila-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
397,Ananda Chandra College,Ananda Chandra College,ananda-chandra-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
398,Ananda Chandra College of Commerce,Ananda Chandra College of Commerce,ananda-chandra-college-of-commerce.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
399,Banarhat Kartik Oraon Hindi Government College,Banarhat Kartik Oraon Hindi Government College,banarhat-kartik-oraon-hindi-government-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
400,Bijanbari Degree College,Bijanbari Degree College,bijanbari-degree-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
401,Birpara College,Birpara College,birpara-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
402,Birsa Munda College,Birsa Munda College,birsa-munda-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
403,Chopra Kamala Paul Smriti Mahavidyalaya,Chopra Kamala Paul Smriti Mahavidyalaya,chopra-kamala-paul-smriti-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
404,Cluny Women's College,Cluny Women's College,cluny-women-s-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
405,Darjeeling Government College,Darjeeling Government College,darjeeling-government-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
406,Dhupguri Girls' College,Dhupguri Girls' College,dhupguri-girls-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
407,Falakata College,Falakata College,falakata-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
408,Ghoom-Jorebunglow Degree College,Ghoom-Jorebunglow Degree College,ghoom-jorebunglow-degree-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
409,"Government General Degree College, Gorubathan","Government General Degree College, Gorubathan",government-general-degree-college-gorubathan.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
410,"Government General Degree College, Pedong","Government General Degree College, Pedong",government-general-degree-college-pedong.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
411,Gyan Jyoti College,Gyan Jyoti College,gyan-jyoti-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
412,Indian Institute of Legal Studies,Indian Institute of Legal Studies,indian-institute-of-legal-studies.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
413,Islampur College,Islampur College,islampur-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
414,Jalpaiguri Law College,Jalpaiguri Law College,jalpaiguri-law-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
415,Kalimpong College,Kalimpong College,kalimpong-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
416,Kalipada Ghosh Tarai Mahavidyalaya,Kalipada Ghosh Tarai Mahavidyalaya,kalipada-ghosh-tarai-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
417,Kurseong College,Kurseong College,kurseong-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
418,Lilabati Mahavidyalaya,Lilabati Mahavidyalaya,lilabati-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
419,Maynaguri College,Maynaguri College,maynaguri-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
420,Model B.P.Ed. College,Model B.P.Ed. College,model-b-p-ed-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
421,Munshi Premchand Mahavidyalaya,Munshi Premchand Mahavidyalaya,munshi-premchand-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
422,Nakshalbari College,Nakshalbari College,nakshalbari-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
423,Nani Bhattacharya Smarak Mahavidyalaya,Nani Bhattacharya Smarak Mahavidyalaya,nani-bhattacharya-smarak-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
424,North Bengal St. Xavier's College,North Bengal St. Xavier's College,north-bengal-st-xavier-s-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
425,P.D. Women's College,P.D. Women's College,p-d-women-s-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
426,Parimal Mitra Smriti Mahavidyalaya,Parimal Mitra Smriti Mahavidyalaya,parimal-mitra-smriti-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
427,Pijushkanti Mukherjee Mahavidyalaya,Pijushkanti Mukherjee Mahavidyalaya,pijushkanti-mukherjee-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
428,Rajganj College,Rajganj College,rajganj-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
429,Saheed Kshudiram College,Saheed Kshudiram College,saheed-kshudiram-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
430,"Salesian College, Darjeeling","Salesian College, Darjeeling",salesian-college-darjeeling.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
431,Samuktala Sidhu Kanhu College,Samuktala Sidhu Kanhu College,samuktala-sidhu-kanhu-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
432,Siliguri College,Siliguri College,siliguri-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
433,Siliguri College of Commerce,Siliguri College of Commerce,siliguri-college-of-commerce.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
434,Siliguri Mahila Mahavidyalaya,Siliguri Mahila Mahavidyalaya,siliguri-mahila-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
435,Sonada Degree College,Sonada Degree College,sonada-degree-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
436,Southfield College,Southfield College,southfield-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
437,"St Joseph's College, Darjeeling","St Joseph's College, Darjeeling",st-joseph-s-college-darjeeling.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
438,Sukanta Mahavidyalaya,Sukanta Mahavidyalaya,sukanta-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
439,Suniti Academy,Suniti Academy,suniti-academy.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
440,Surya Sen Mahavidyalaya,Surya Sen Mahavidyalaya,surya-sen-mahavidyalaya.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
441,University B.T. & Evening College,University B.T. & Evening College,university-b-t-and-evening-college.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
442,"Vivekananda College, Alipurduar","Vivekananda College, Alipurduar",vivekananda-college-alipurduar.md,"University of North Bengal / North Bengal region, West Bengal",College / Affiliated Institution,University of North Bengal / North Bengal region,Rest of West Bengal,Not assessed,
443,Ambigeria Government College,Ambigeria Government College,ambigeria-government-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
444,Bajkul Milani Mahavidyalaya,Bajkul Milani Mahavidyalaya,bajkul-milani-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
445,Belda College,Belda College,belda-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
446,Bhatter College,Bhatter College,bhatter-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
447,Chaipat S.P.B. Mahavidyalaya,Chaipat S.P.B. Mahavidyalaya,chaipat-s-p-b-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
448,Chandrakona Vidyasagar Mahavidyalaya,Chandrakona Vidyasagar Mahavidyalaya,chandrakona-vidyasagar-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
449,Debra Thana Sahid Kshudiram Smriti Mahavidyalaya,Debra Thana Sahid Kshudiram Smriti Mahavidyalaya,debra-thana-sahid-kshudiram-smriti-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
450,Deshapran Mahavidyalaya,Deshapran Mahavidyalaya,deshapran-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
451,Egra Sarada Shashi Bhusan College,Egra Sarada Shashi Bhusan College,egra-sarada-shashi-bhusan-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
452,Garhbeta College,Garhbeta College,garhbeta-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
453,Gourav Guin Memorial College,Gourav Guin Memorial College,gourav-guin-memorial-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
454,"Government General Degree College, Gopiballavpur-II","Government General Degree College, Gopiballavpur-II",government-general-degree-college-gopiballavpur-ii.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
455,"Government General Degree College, Mohanpur","Government General Degree College, Mohanpur",government-general-degree-college-mohanpur.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
456,Haldia Government College,Haldia Government College,haldia-government-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
457,Haldia Law College,Haldia Law College,haldia-law-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
458,Hijli College,Hijli College,hijli-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
459,Jhargram Raj College,Jhargram Raj College,jhargram-raj-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
460,K.D. College of Commerce and General Studies,K.D. College of Commerce and General Studies,k-d-college-of-commerce-and-general-studies.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
461,Keshiary Government College,Keshiary Government College,keshiary-government-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
462,Kharagpur College,Kharagpur College,kharagpur-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
463,Khejuri College,Khejuri College,khejuri-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
464,Lalgarh Government College,Lalgarh Government College,lalgarh-government-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
465,Maharaja Nandakumar Mahavidyalaya,Maharaja Nandakumar Mahavidyalaya,maharaja-nandakumar-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
466,Mahishadal Girls' College,Mahishadal Girls' College,mahishadal-girls-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
467,Mahishadal Raj College,Mahishadal Raj College,mahishadal-raj-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
468,Midnapore College,Midnapore College,midnapore-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
469,Midnapore Law College,Midnapore Law College,midnapore-law-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
470,MIES R.M. Law College,MIES R.M. Law College,mies-r-m-law-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
471,Moyna College,Moyna College,moyna-college.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
472,Mugberia Gangadhar Mahavidyalaya,Mugberia Gangadhar Mahavidyalaya,mugberia-gangadhar-mahavidyalaya.md,"Vidyasagar University / Paschim & Purba Medinipur-Jhargram region, West Bengal",College / Affiliated Institution,Vidyasagar University / Paschim & Purba Medinipur-Jhargram region,Rest of West Bengal,Not assessed,
